UPRN,latitude,longitude,property_name,property_no
100040227462,50.7284989,-3.5123581,,28
100040234787,50.7205575,-3.5192851,,7
100040227503,50.7290851,-3.5101524,,69
100040208964,50.7090908,-3.5459667,,34
100040216130,50.7141209,-3.5552262,,10
100040207081,50.7266627,-3.5589004,,23
100040216185,50.7261821,-3.5072253,,31
100040211390,50.7200997,-3.4927781,99A,
100040230695,50.7217701,-3.5535244,,12
100040211294,50.7211475,-3.498025,1A,
100040225481,50.7289384,-3.5385718,11 ATTWILLS ALMSHOUSES,
100040222980,50.7030262,-3.5387146,,23
100040235920,50.7264377,-3.5006591,,12
100040221329,50.7111183,-3.5030309,,6
100040225982,50.7266439,-3.511845,,6
100040214838,50.7193747,-3.5279027,BISHOP WESTALL HOUSE,
100040230449,50.743962,-3.5148833,,5
100040205221,50.7185325,-3.5440392,,26
100040204905,50.7117026,-3.5504294,,80
100040227472,50.7285578,-3.5119774,,38
10091471315,50.7418358,-3.5466512,,19
10023119399,50.7359516,-3.5421646,BIRKS HALL,
10023119071,50.7372062,-3.542956,BIRKS HALL,
10023122825,50.7177736,-3.4970816,,91
10023122956,50.7239676,-3.5328368,,10
100040204563,50.7360539,-3.5067628,,2
100040227783,50.7273213,-3.5192347,,39
100040202385,50.713432,-3.5454863,,68
100040218559,50.7290131,-3.5376815,,96
100040230487,50.7179723,-3.5251088,,8
100040223660,50.719411,-3.5022763,,50
100040229314,50.7263674,-3.517206,,32
100040209694,50.7103918,-3.5475534,,99
100040212492,50.728793,-3.5495484,,191
100040234181,50.7195699,-3.5301615,,18
100040218560,50.7290657,-3.5377825,,97
100040219684,50.7090005,-3.5110222,,8
100040205509,50.7127227,-3.5083232,,28
100040223941,50.7180502,-3.5498881,,110
100040202801,50.7160221,-3.5380071,,33
100040219350,50.7174514,-3.5015053,,24
100040200788,50.7370236,-3.5117541,,30
100040212364,50.7302128,-3.5570628,HIGHBURY,
100040203531,50.7298646,-3.5173049,33A,
100040202443,50.7323381,-3.5013012,,6
100040236034,50.7233405,-3.4939296,,130
100040217091,50.7228679,-3.5103633,SOUTHLANDS,
100040218798,50.7406617,-3.4967486,,27
100040212704,50.7201241,-3.5235495,,13
100040227307,50.7303056,-3.5054872,,6
100040205910,50.7129944,-3.4892944,,6
100040236816,50.7257868,-3.491117,,9
100040224697,50.7314085,-3.5126927,,33
100040213410,50.7149388,-3.5335378,,35
100040233726,50.7266262,-3.5474649,,7
100040205774,50.7195359,-3.5016569,,65
100040205886,50.7190466,-3.5432486,,7
100040210613,50.7106788,-3.5099006,,8
100040226490,50.720262,-3.5465469,,90
100040231564,50.7242506,-3.5597129,,11
100041142050,50.7218907,-3.5355924,,27
10013038399,50.7369798,-3.50889,,17
10013042686,50.7001794,-3.5207602,5 FORREST UNITS,
100041132166,50.7206136,-3.5059557,THE MALTINGS,
10013038565,50.7233203,-3.535625,,12
100040229758,50.7349505,-3.5086405,,41
100040204456,50.7091533,-3.5033788,,73
10013045797,50.7042328,-3.5244773,HENNOCK HOUSE,
100040210881,50.7125075,-3.5061915,,28
100040213160,50.7133388,-3.5423386,,38
10013042187,50.7198938,-3.5335721,10 ART HOUSE,
10013050806,50.7240602,-3.5273643,TRINITY APARTMENTS,3
10013040344,50.7194953,-3.5378799,RENSLADE HOUSE,
10013046645,50.7276515,-3.5317993,15 AUGUSTUS HOUSE,
10013045509,50.7380051,-3.5151304,,21
10013047594,50.7161993,-3.5037448,BARNES HOUSE,
100040239199,50.7298578,-3.5281587,,13
10013045689,50.7353236,-3.5034232,,32
10013044762,50.7163171,-3.5442638,,21
100040241675,50.7328835,-3.4959621,,3
10013050126,50.7273146,-3.5341687,7 MARCUS HOUSE,
10013047652,50.7161993,-3.5037448,SHELDON HOUSE,
100040241558,50.7167535,-3.4928276,,51
100041143655,50.7298646,-3.5173049,33B,
100041124710,50.7243372,-3.5017538,ROSELAND COURT,23
10091786845,50.7186873,-3.5309403,CRANE CELLARS,47
100041124745,50.7285104,-3.5187267,CLEVELAND COURT,
100040200584,50.7047591,-3.5375676,OSBORNE COTTAGE,
100040234062,50.7315072,-3.5216941,,1
100040206059,50.7266801,-3.4985982,,17
100040224394,50.7384664,-3.5121549,,193
100040201006,50.7384991,-3.4928673,,60
100040241954,50.7250173,-3.5075846,,4
100040213171,50.7137221,-3.5419121,,50
100040237571,50.730186,-3.5181796,,41
10013044014,50.7039933,-3.4983136,,345
10013043908,50.7298041,-3.5212563,,6
100041143782,50.7304522,-3.5138086,8 WATERMORE COURT,
10013040060,50.7176934,-3.5312904,,80
100040229918,50.7323137,-3.5143232,,5
100040232541,50.7165396,-3.4996771,,17
100040311049,50.7047249,-3.5584275,,26
100040211662,50.7403532,-3.5018552,,31
100040214318,50.733825,-3.5586423,,59
100040207029,50.724792,-3.5568831,,34
100040207835,50.7210997,-3.5093997,,19
100040205992,50.7161158,-3.4906542,,11
100040236339,50.7307339,-3.5415355,,15
100040228586,50.7308016,-3.5088614,,114
100040219203,50.7208016,-3.5465505,,77
10013038471,50.7237094,-3.5106596,,6
100040238482,50.7320766,-3.5207915,,79
100040238898,50.7141004,-3.5316407,,49
10023120152,50.724832,-3.537813,6 HENRIETTA PLACE,
10091470133,50.7058506,-3.534181,ALPHINGTON RETAIL PARK,
10023118883,50.7395457,-3.5458134,MANSION EXETER ONE,
10091470219,50.7001987,-3.5210019,3 THE FORREST UNITS,
10023120071,50.7274748,-3.5219475,14 ACLAND HOUSE,
10023117890,50.7227322,-3.5086006,ROWANCROFT,
100040202059,50.7174339,-3.5243263,,19
100040225137,50.728477,-3.5271503,,13
100040222686,50.7212433,-3.5191089,,79
100040209203,50.715262,-3.4983189,,35
100040235329,50.7417797,-3.5139483,,19
100040202335,50.7214673,-3.5356494,84 HOMECOURT HOUSE,
100040218420,50.730682,-3.5318273,,79
100040222807,50.7128103,-3.500847,,6
100040223082,50.7293603,-3.5104305,,20
100040200964,50.7390193,-3.4915658,,18
100040209412,50.7102519,-3.5363734,,23
100040202337,50.7213714,-3.5354196,86 HOMECOURT HOUSE,
100040219390,50.7319158,-3.5581679,,14
100040230003,50.730245,-3.5164103,PROSPECT COTTAGE,
100040235518,50.7327766,-3.5407665,WOODWARD,
100040227954,50.7384917,-3.521963,2E,
100040233397,50.7433274,-3.5173432,,59
100040227776,50.7279138,-3.5200048,10A,
100040210006,50.719289,-3.4956849,,9
100040212324,50.7304318,-3.5514304,,45
100040223924,50.7160935,-3.548917,,87
100040211794,50.7422935,-3.5166295,,12
100040231169,50.7081874,-3.5421979,,5
100040202363,50.7213714,-3.5354196,112 HOMECOURT HOUSE,
100040221528,50.7125917,-3.5511953,,2
100040235933,50.72652,-3.4998541,,25
100040200972,50.7383912,-3.4914608,,26
100040218716,50.6996237,-3.5396228,,36
100040200530,50.7104254,-3.5382204,,88
100040223343,50.7186505,-3.5179342,,65
100040205378,50.7188794,-3.5483997,,108
100040211908,50.7343884,-3.5419814,,6
100040236010,50.7241866,-3.4945799,,107
100040205859,50.7354578,-3.5041786,,7
100040223893,50.7164592,-3.5498215,,52
100040219566,50.7407084,-3.5043044,,99
100040210627,50.7101908,-3.5100832,,22
100040212980,50.734168,-3.5558619,,188
100040203465,50.7293861,-3.527775,,9
100040211454,50.7106794,-3.5353251,,30
100040203834,50.724364,-3.5396829,,21
10013045083,50.7264975,-3.5217159,8 SUMMERLAND GATE,
100040206954,50.7178596,-3.5554208,,24
100040239738,50.714568,-3.5527196,,12
100040230445,50.743986,-3.5151108,,1
100040222217,50.7244459,-3.5355201,ST. ANNES WELL BREWERY,
100040221760,50.7275881,-3.5270364,,45
100040206321,50.7180071,-3.5238208,,37
100040208642,50.7175839,-3.526612,,8
100040201133,50.7412283,-3.5190045,,22
100040205887,50.7192329,-3.5431674,,8
100040226654,50.7147957,-3.5231925,,5
100040213124,50.7132427,-3.5414431,,2
100040200809,50.725275,-3.5057368,,18
100040203893,50.7272094,-3.5421424,,78
100040212767,50.7439043,-3.5172485,,27
100040210726,50.7142945,-3.5536738,,26
10013038933,50.7307055,-3.5051599,,143
10023119225,50.7362677,-3.5432815,BIRKS HALL,
10023120036,50.7275999,-3.5222463,23 WHEATON HOUSE,
10023120544,50.7090115,-3.507675,,3
10023119357,50.7359516,-3.5421646,BIRKS HALL,
10023119477,50.7362677,-3.5432815,BIRKS HALL,
10023123867,50.7261038,-3.5334468,EXETER CENTRAL STATION,
10023122005,50.7270814,-3.5287287,,40
10023118417,50.7123959,-3.5588083,7 LOWER BARLEY HOUSE,
10023118411,50.7123959,-3.5588083,1 LOWER BARLEY HOUSE,
10023121533,50.7244235,-3.5228247,EATON HOUSE,
10023118769,50.7147827,-3.5410565,48 BROWNING COURT,
10023120203,50.7240125,-3.5381752,7 FOUNTAIN COURT,
10023124929,50.725558,-3.5125391,,60
10023120199,50.7240125,-3.5381752,3 FOUNTAIN COURT,
100040215535,50.7212928,-3.5542453,9A,
100040240588,50.7262884,-3.4954828,,31
100041044596,50.7181302,-3.5384161,,183
10013039321,50.7286926,-3.5187844,,17
10013041038,50.7274812,-3.5276422,CAMILLA COURT,
10013045742,50.7175699,-3.5406643,,7
100041141797,50.7326291,-3.5518856,10 KINNERTON COURT,
100040241281,50.7153109,-3.4994112,,95
100040201422,50.7235569,-3.5223857,,1
100040234450,50.7299325,-3.5120784,,1
10013039532,50.7234933,-3.525869,,21
10013041904,50.7265394,-3.5253666,31B,
10013050162,50.7273146,-3.5341687,44 MARCUS HOUSE,
10013050246,50.7274039,-3.533534,48 CONSTANTINE HOUSE,
100040240409,50.7327661,-3.4938894,,36
100040237004,50.7319058,-3.5290331,,55
100041133065,50.7155973,-3.5292813,30 MARITIME COURT,
10013044533,50.7326729,-3.5081138,,38
10013050921,50.7355473,-3.5104736,,1
10013038858,50.7241365,-3.533739,,11
100040238286,50.7209371,-3.4962049,,46
10013046612,50.7272314,-3.5157746,,26
100041142919,50.7362838,-3.5448639,UNIVERSITY OF EXETER,
100041046096,50.7208554,-3.5303078,,34
10013041818,50.7243304,-3.5388175,19A,
100041045171,50.7248339,-3.5290067,,244
100040239428,50.7158252,-3.5249257,,19
10013037376,50.7319321,-3.5076791,,25
10013044574,50.732421,-3.5067312,,14
10013039952,50.7322768,-3.5219883,,16
10013036926,50.7146692,-3.5128761,,38
10013042415,50.7152472,-3.5435629,18 BULLER COURT,
10013047756,50.7223485,-3.5356641,6 ST. OLAVES MEWS,
10091471357,50.721829,-3.5259141,PEMBROKE HOUSE,
10023119101,50.7364171,-3.5428062,BIRKS HALL,
100040213502,50.7213301,-3.5006093,,119
100040211545,50.731975,-3.5237498,,14
100040230893,50.7139341,-3.5401626,,7
100040237169,50.7126792,-3.5172172,,136
100040230738,50.7219196,-3.5557962,,6
100040225265,50.718047,-3.5588978,,42
100040225038,50.7316381,-3.5144006,,94
100040230007,50.7327198,-3.5190551,,5
100040200773,50.7374208,-3.5130282,,15
10023120045,50.7276835,-3.5221024,5 GILBERT HOUSE,
100040220815,50.7158617,-3.5262585,,1
100040230851,50.7217829,-3.5038539,,28
100040203519,50.7293832,-3.5197407,5B,
100040206815,50.7254159,-3.501094,,18
100040236186,50.7367214,-3.5177107,1B,
100040219400,50.7318134,-3.5590998,,34
100040233302,50.711912,-3.5084246,,60
100040228380,50.7268264,-3.5560721,,6
100040228864,50.7296377,-3.4937899,,8
100040223767,50.7386587,-3.5021411,36A,
100040205506,50.7127326,-3.5082526,,25
100040204412,50.7083386,-3.5051798,,29
100040236002,50.7245822,-3.4952867,,99
100040202509,50.7322301,-3.5041035,,72
10013050413,50.7128335,-3.510882,,2
100040219279,50.7332188,-3.4957602,,1
100040223769,50.7381001,-3.5022225,,37
100040223861,50.7154566,-3.5508225,,20
100040205784,50.7188021,-3.5020726,,75
100040205279,50.7156104,-3.5473712,,6
100040217081,50.7232792,-3.5105465,SOUTHLANDS,
100040201818,50.7170593,-3.5581001,,52
100040237700,50.727596,-3.5523144,,9
100040219894,50.7324215,-3.554642,,3
100040234109,50.7053469,-3.4965581,,36
10013040574,50.7165964,-3.5428706,CAROUSEL COURT,
100040231035,50.725168,-3.5105365,,27
100040234484,50.7299292,-3.5102504,,36
100040213176,50.7088075,-3.5099537,,4
100040213297,50.7434057,-3.5251272,,16
100040239952,50.7176608,-3.5214155,,4
10013046106,50.7198064,-3.5408793,VICTORIA COURT,
100040224825,50.7243077,-3.5102963,,14
100040237654,50.7410707,-3.5013113,9B,
100041124866,50.7247245,-3.5204673,29B,
100040236426,50.7294216,-3.5036026,,29
100040231507,50.7152083,-3.4969006,,136
10013045855,50.7192555,-3.5298871,LAWN HOUSE,
10013043895,50.724816,-3.5368901,,11
100040232220,50.7317694,-3.5215892,,8
10013046711,50.7140003,-3.506891,,2
100040219847,50.7197598,-3.5031233,,23
100040220243,50.7111509,-3.5018988,,91
100040238513,50.7186718,-3.5225107,,11
100040241413,50.7441917,-3.5419491,,12
100040229644,50.718587,-3.5534758,,1
10013042711,50.7103973,-3.5355708,6 BESLEY COURT,
100041132419,50.7137131,-3.5103239,,10
10013044114,50.7231377,-3.5117463,,79
100040240534,50.7425684,-3.4939322,,2
100040240547,50.7422944,-3.4942636,,15
10013045645,50.7300163,-3.5236012,,9
100041045959,50.7261406,-3.5260699,,17
10015082827,50.7263105,-3.5222624,,
100040241743,50.7338953,-3.4963061,,3
100041045501,50.7176994,-3.5267149,,11
100040241369,50.7069638,-3.5456276,,31
10013050218,50.7274039,-3.533534,20 CONSTANTINE HOUSE,
10023117773,50.7283725,-3.5208927,7 FOUNTAIN HOUSE,
100040224984,50.7321395,-3.515267,,29
100040218115,50.722859,-3.5068777,,22
100040227619,50.7126165,-3.5459411,,5
100040216069,50.7257443,-3.5021247,,143
100040232563,50.7016953,-3.4923633,,15
10015184197,50.7263105,-3.5222624,,
100040202152,50.7210681,-3.5111413,,81
100040211651,50.7403475,-3.5015999,25A,
100040220830,50.7158049,-3.5257892,15 WEIRFIELD HOUSE,
100040218349,50.7292138,-3.5306316,,3
100040206857,50.7249125,-3.498981,,60
100040204527,50.7116455,-3.5019004,,146
100040235385,50.7445231,-3.5173819,,55
100040220800,50.7105841,-3.5466107,,55
100040220989,50.7154608,-3.5156355,,10
100040203082,50.716943,-3.5553622,,63
100040224213,50.735248,-3.5092736,,16
100040209062,50.7006273,-3.5398964,,15
100040202533,50.7320089,-3.5024243,,96
100040218793,50.7407313,-3.4962264,,22
100040233218,50.7136526,-3.5444454,,32
100040225272,50.7182836,-3.559359,,56
100040207302,50.7089844,-3.5025235,,139
100040228169,50.744461,-3.5269616,HIGHER DURYARD HOUSE,
100040226417,50.7199411,-3.5436179,,16
100040218948,50.7154498,-3.5343478,,63
100040207715,50.7157139,-3.5409151,,44
100040206020,50.7269005,-3.4996396,,3
100040207567,50.7034726,-3.535557,,22
100040232173,50.7222824,-3.5020848,,2
100040207899,50.7269895,-3.5198474,,18
100040218834,50.7420254,-3.4984079,,63
100040232338,50.7267982,-3.5500918,,1
100040224057,50.7372917,-3.5021399,,7
10013050753,50.723363,-3.5285136,FRIARY COURT,22
100040224922,50.7316986,-3.5111292,,7
100040215436,50.7327596,-3.5542423,,36
100040231741,50.7187062,-3.5246935,,40
100041141769,50.7331104,-3.5501869,IVEAGH COURT,
100040228719,50.7318065,-3.500254,,294
100040220222,50.7106188,-3.5027175,,65
100040201639,50.7124907,-3.5185709,,20
100040200911,50.7223097,-3.5589118,,55
100040220193,50.710255,-3.5037256,,36
100041131328,50.7185475,-3.5326782,WEAVERS COURT,
100040212828,50.7340168,-3.5523566,,36
100040201512,50.7178732,-3.4980764,,76
100040215490,50.7332691,-3.5517792,,90
100041143151,50.7286013,-3.5265875,,83
100041044984,50.7213935,-3.5323744,,2
100041045123,50.7232336,-3.5312726,53-54,
100040234678,50.7301304,-3.5134593,,2
10013038574,50.7233905,-3.5357548,,9
100040239773,50.7147128,-3.5539993,,49
10013040594,50.7165964,-3.5428706,CAROUSEL COURT,
10013042567,50.701247,-3.528347,3 DEVON UNITS,
100040239789,50.7152993,-3.5545286,,81
10013037764,50.7307198,-3.5248285,,18
100040241009,50.7134566,-3.5564791,,5
10013036746,50.7236968,-3.5370824,,4
100040241658,50.7149948,-3.4904061,,36
100040241516,50.7164204,-3.4935536,,28
100040238655,50.7163156,-3.546417,,43
10013040066,50.7175277,-3.5315824,,87
10013040161,50.7138978,-3.5320024,,4
100041143341,50.7337923,-3.5168083,,66
100040240850,50.7158596,-3.5346445,,1
100041133552,50.7150862,-3.5366874,4 BEAUFORT COURT,
10013041842,50.7325303,-3.5532286,31A,
10013042507,50.7301055,-3.5489116,21 EXWICK VILLAS,
10023124421,50.7212542,-3.5272271,DEAN CLARKE HOUSE,
100040229935,50.7322344,-3.5134987,,22
100040215886,50.7280929,-3.4999327,,47
10023118000,50.7273282,-3.5240289,2 LUCY COURT,
100040201813,50.7164413,-3.5579096,,47
10091471638,50.7253244,-3.5071831,149B,
10015087832,50.7263105,-3.5222624,,
10015093639,50.7263105,-3.5222624,,
100040227422,50.7232566,-3.5067347,,4
100040209051,50.7008894,-3.5398058,,3
100040199937,50.7117796,-3.5158567,,1
100040200061,50.7236539,-3.5538843,,26
100040208836,50.7390435,-3.5422477,WADHAM HOUSE,
100040202047,50.7172962,-3.5238544,,8
100040229950,50.7325168,-3.5132244,,37
100040230392,50.7121135,-3.5384173,,53
100040223256,50.7203698,-3.532256,7B WHEATLEY COURT,
100040227427,50.7187403,-3.5200196,,4
100040237205,50.7111869,-3.5144069,,192
100040211637,50.7406924,-3.5013558,18A,
100040227478,50.7285879,-3.5117375,,44
100040220954,50.704675,-3.5343925,17A,
100040232777,50.7087813,-3.5161282,50 OLD ABBEY COURT,
100040203150,50.7355497,-3.4991365,,15
100040223273,50.7202491,-3.5318553,12 WHEATLEY COURT,
100040233675,50.7291136,-3.5183433,BELMONT HOUSE,
100040205038,50.70153,-3.5348704,,11
100040209739,50.7060966,-3.541846,,172
100040206890,50.7248204,-3.4970512,,93
100040233591,50.7284276,-3.5212967,,98
100040211611,50.7118742,-3.5175736,,14
100040218419,50.7306158,-3.5313858,,78
100040207978,50.7255754,-3.5493856,,1
100040236328,50.730948,-3.54167,,4
100040209165,50.70159,-3.5391915,,129
100040236220,50.7351332,-3.5174326,,11
100040207037,50.7249219,-3.5565899,,42
100040200882,50.72275,-3.5575946,,18
100040227625,50.7128224,-3.5460187,,12
100040223170,50.7178938,-3.5447265,,22
100040217138,50.7299509,-3.5078847,,38
100040210217,50.7291945,-3.5314103,,1
100040219678,50.7092661,-3.5106483,,2
100040236903,50.7248527,-3.4896139,,96
100040221532,50.7128142,-3.5513727,,6
100040212351,50.7323798,-3.5496668,7 RACKFIELD COTTAGES,
100040236139,50.7212005,-3.4931956,,30
100040205274,50.7152637,-3.5477422,,3
100040211570,50.7265632,-3.5549015,,13
100040218592,50.7174496,-3.4960513,,2
100040231867,50.7372873,-3.5170771,,23
100040224662,50.7315059,-3.5037686,263A,
100040208304,50.7174485,-3.5416803,,19
100040227045,50.7108859,-3.5516489,,2
100040236715,50.7297165,-3.502351,,25
100040226481,50.7199905,-3.5453196,,75
100040232182,50.7221503,-3.5025622,,11
100040215910,50.7272537,-3.4994525,78A,
100040207980,50.7256097,-3.5495142,,5
100040224445,50.7310585,-3.5129344,,16
100040214631,50.7293579,-3.5550791,25A,
100040203881,50.7267929,-3.5416753,,66
10013043036,50.7318065,-3.500254,,294
100040212818,50.7336419,-3.5528261,,26
100040239969,50.7178738,-3.5216349,,21
100040207621,50.7044828,-3.5366946,,2
10013046277,50.722026,-3.5031391,2 NETHERCOTT PLACE,
100040210977,50.7129261,-3.5524246,,8
100040226935,50.7299076,-3.5195309,,114
100040210829,50.7151082,-3.5011896,,32
100041124860,50.7286249,-3.518316,CLEVELAND GARDENS,
100040232752,50.708904,-3.5156789,OLD ABBEY COURT,
100040219429,50.7188466,-3.5270213,,15
100040239863,50.7324259,-3.5270945,,24
100041141522,50.7194229,-3.5426801,,17
10013037996,50.7273345,-3.5257954,,3
100040214083,50.711704,-3.5489706,,9
100041142173,50.7237591,-3.5357669,BELL COURT,
100041131807,50.7182105,-3.5261507,SOUTHGATE COURT,
100040206037,50.7271687,-3.4990672,12A,
100041044364,50.7234695,-3.5304303,,
100040222583,50.7209664,-3.5436091,,10
10013045419,50.7376336,-3.4965387,,7
100040216370,50.7075867,-3.5386515,,10
100040238118,50.7307407,-3.4912319,RENNES HOUSE,
100040238900,50.7149102,-3.5316104,,1
100040230739,50.7214679,-3.5559512,,7
100040234928,50.7202718,-3.5342361,,2
100041141831,50.7317143,-3.5550721,,3
100041045045,50.7248315,-3.5209719,,19
10013038290,50.7095926,-3.5276836,,3
100040225010,50.7333581,-3.5156181,,72
10013048119,50.7203604,-3.5349008,THE COURT,122
10013043912,50.735057,-3.5031738,,38
100040240454,50.7159795,-3.4921656,,15
100041045118,50.7235462,-3.5307586,41-42,
100040200331,50.7288562,-3.5153169,,15
100040200018,50.7319891,-3.5136892,,3
100040218211,50.730401,-3.497385,,12
100040228214,50.7330383,-3.5242803,,128
10013038506,50.7236935,-3.5386975,,14
100040227981,50.7300352,-3.5255998,,12
10013043978,50.7033201,-3.4989152,330A,
100040223695,50.7175605,-3.527022,,18
100040216954,50.7243208,-3.5203561,30-32,
100040200488,50.7122319,-3.537628,,40
100040202419,50.7123006,-3.5453499,,110
100040200870,50.7232776,-3.5571446,,6
100040238329,50.7198476,-3.5136709,,23
10013042488,50.7146803,-3.5120265,2 THE GRANGE,
100040202075,50.7179571,-3.5235217,,51
100040233265,50.7107397,-3.5079762,,23
100041124388,50.7295516,-3.5137098,,13
100040240883,50.7316816,-3.522805,,22
100040202135,50.7205832,-3.510389,,22
100040234943,50.7248228,-3.5177229,4B,
100040209160,50.7012278,-3.5393779,,119
100041046238,50.7270629,-3.5218051,,
100041044574,50.7160443,-3.5424558,,140
100041133021,50.713636,-3.5320788,,17
10013036128,50.7214076,-3.5374467,,5
10013050207,50.7274039,-3.533534,8 CONSTANTINE HOUSE,
100040230806,50.73231,-3.4978994,,3
100040218046,50.7187721,-3.5272172,,27
10013043972,50.7001238,-3.4921717,403A,
100040223067,50.7292214,-3.511432,,5
100040207730,50.7162301,-3.5399115,CHURCH HOUSE,
100040212764,50.7439932,-3.5173222,,24
100040206667,50.7435564,-3.5003419,,140
100040238036,50.7300081,-3.4908543,,106
10013044179,50.7227053,-3.5098312,ROWANCROFT HOUSE,
100040229290,50.7267281,-3.517827,,8
100040210642,50.722911,-3.5380201,,14
100040204677,50.7191195,-3.4899562,,3
100040233237,50.7131586,-3.5450807,,51
100040218803,50.741053,-3.4963926,,32
100040203968,50.7244412,-3.5076228,,50
100040207284,50.7092847,-3.5015559,,121
100040235663,50.7333685,-3.4903942,,21
100040205535,50.7093391,-3.5064016,,25
100040209802,50.7166921,-3.5403947,,31
100040216518,50.7096087,-3.5050222,,29
100040203083,50.7169713,-3.5552639,,65
100040209910,50.7178436,-3.5386707,6 SWAN MAISONETTES,
100040210046,50.715751,-3.5590908,,21
10013042555,50.7122514,-3.5120758,3 ARTILLERY COURT,
100040207925,50.7172494,-3.5205522,2A,
10013042614,50.7263662,-3.5344777,36 JUBILEE COURT,
100040231704,50.7332585,-3.5485196,,24
100040201337,50.7228467,-3.5523699,,27
100041124423,50.723931,-3.5129902,,18
100040233660,50.712295,-3.4996549,,8
100040231830,50.7409541,-3.5151972,,51
100040232007,50.7406649,-3.519454,,68
100040226041,50.7252908,-3.5066016,16B,
100040219151,50.7213509,-3.5458177,,22
100040240130,50.7175108,-3.5586392,,11
100040221426,50.7444696,-3.5187267,,2
100040207544,50.7123483,-3.5464988,,28
10013042612,50.7261278,-3.5348242,35 JUBILEE COURT,
100040213018,50.7339779,-3.5573011,,226
10023116937,50.7203504,-3.5374889,5 ST. EDMONDS COURT,
100040239638,50.7220113,-3.5509397,,7
10013044013,50.7030967,-3.4981009,,344
100040208227,50.7261336,-3.518587,7A,
100041142549,50.7247964,-3.5389461,,12
100041142060,50.7238362,-3.5346926,6 NORTHGATE COURT,
100040201384,50.7110326,-3.5351383,,2
100041142686,50.7295829,-3.5271721,,4
100041132068,50.7155684,-3.5003685,19 AMERSHAM COURT,
100041046225,50.7329246,-3.4920523,,1
100040220251,50.7286481,-3.5091748,,8
100040241289,50.7148894,-3.500021,114A,
100040213334,50.7206625,-3.5421116,,11
10013036837,50.7213034,-3.5487204,,10
100040237735,50.7157256,-3.4965347,,27
100040237757,50.7337513,-3.5240909,,4
10013039831,50.7036802,-3.5287908,,20
10013046626,50.7368958,-3.5000581,THE OLD SURGERY 107-109,
100041141836,50.7315435,-3.5550664,,8
100041142206,50.7243374,-3.5344504,8A,
10013036124,50.7210542,-3.5369676,,11
100040238697,50.7178281,-3.5462968,,84
100040241426,50.7436604,-3.5413222,,25
100041124438,50.724897,-3.5120154,,5
10013043945,50.7377718,-3.5130112,,26
10013046798,50.7208258,-3.5386035,,21
10013047607,50.7162107,-3.5037578,TUCKFIELD HOUSE,
10013040052,50.7176924,-3.5306812,,73
10015085014,50.7263105,-3.5222624,,
10015069456,50.7263105,-3.5222624,,
10015102224,50.7263105,-3.5222624,,
100040239446,50.7159772,-3.5240938,PROGRESS HOUSE,
100040241664,50.7149415,-3.4903477,,42
100040241534,50.716328,-3.4930407,,39
100041124404,50.7246988,-3.52034,,33
100041133465,50.7143926,-3.5381378,ADELAIDE COURT,
10013037512,50.7203477,-3.5414354,,6
10023116950,50.7205211,-3.5378001,4 THE OLD MILL,
10013037783,50.7293437,-3.5282695,,1
10013040209,50.7295112,-3.5162149,4.3 SYDENHAM HOUSE,
10013040226,50.7295112,-3.5162149,3.1 SYDENHAM HOUSE,
100040241744,50.733912,-3.4964058,,4
10013048063,50.7242322,-3.5367174,6A,
10013050276,50.7210101,-3.5179055,ZENITH LODGE,
100040239479,50.7291001,-3.5235148,,20
100040239539,50.7098382,-3.5390935,,17
100040239578,50.709111,-3.5403586,,60
100041124758,50.7285104,-3.5187267,CLEVELAND COURT,
100041124761,50.7285104,-3.5187267,CLEVELAND COURT,
100040239527,50.7315082,-3.5223034,8 NEW BUILDINGS,
10023117013,50.7197468,-3.5341722,,11
10023124413,50.7212542,-3.5272271,DEAN CLARKE HOUSE,
10091470113,50.731595,-3.5252962,,44
10091470614,50.7069651,-3.5073714,,8
10023124375,50.7212542,-3.5272271,DEAN CLARKE LOFTS,
10023116946,50.7203504,-3.5374889,14 ST. EDMONDS COURT,
10013037793,50.7314319,-3.5301938,,13
10013037849,50.7304416,-3.5302749,,3
10013040123,50.7216633,-3.5378376,,4
10013042497,50.7301778,-3.5488856,20 EXWICK VILLAS,
10013042551,50.7263582,-3.5350867,29 JUBILEE COURT,
10013050221,50.7274039,-3.533534,23 CONSTANTINE HOUSE,
10023116961,50.7144924,-3.5277436,CANAL BANKS,
100040239538,50.709924,-3.5394079,,16
100041124715,50.7292506,-3.5168033,1 BOWE COURT,
10023116918,50.7239221,-3.5291468,,4
100041131193,50.7189475,-3.5241205,,67
100040211691,50.7287384,-3.5407757,,10
100040220496,50.740442,-3.4977479,34A,
100040237172,50.712556,-3.5170149,,142
100040200128,50.7270544,-3.5190135,,5
100040207552,50.7042598,-3.5365599,,5
100040224249,50.735354,-3.5066411,,48
100040224635,50.7313827,-3.5056493,,209
100040210187,50.727418,-3.5515009,,16
100040206085,50.7271928,-3.497892,,53
10091470918,50.7118687,-3.5372053,,61
10023118083,50.7241552,-3.5350572,ST. ANNES WELL MEWS,
10013050389,50.7205243,-3.5355477,,135
10013038883,50.7381343,-3.5238505,HOOPERN LODGE,103
10013050880,50.7245272,-3.5280109,,24
10013039307,50.7267398,-3.5375221,,9
100041142288,50.7240472,-3.536428,BRIDGE COURT,
10091470636,50.7242567,-3.5318257,17A,
